Date,Date (unix),Id,Players,Time,Seconds,Link,Game,relative time
2022-03-24,1648080000.0,ywj9vr2z,Pessilist,1h 39m 37s,5977.0,https://www.speedrun.com/smmm/runs/ywj9vr2z,spider-manmilesmoralesAny%.csv,-46.0
2022-03-29,1648512000.0,yjxnxrgz,SpiderMatt,1h 39m 17s,5957.0,https://www.speedrun.com/smmm/runs/yjxnxrgz,spider-manmilesmoralesAny%.csv,-20.0
2022-04-03,1648944000.0,znpw85vm,Pessilist,1h 38m 19s,5899.0,https://www.speedrun.com/smmm/runs/znpw85vm,spider-manmilesmoralesAny%.csv,-58.0
2022-04-05,1649116800.0,yopvp71m,SpiderMatt,1h 36m 22s,5782.0,https://www.speedrun.com/smmm/runs/yopvp71m,spider-manmilesmoralesAny%.csv,-117.0
2022-08-03,1659484800.0,y9x7ew2y,Pessilist,1h 35m 58s,5758.0,https://www.speedrun.com/smmm/runs/y9x7ew2y,spider-manmilesmoralesAny%.csv,-24.0
2023-11-01,1698796800.0,yllr173y,baconguuy,1h 34m 04s,5644.0,https://www.speedrun.com/smmm/runs/yllr173y,spider-manmilesmoralesAny%.csv,-114.0
2024-05-16,1715817600.0,y466jgkz,baconguuy,1h 30m 13s,5413.0,https://www.speedrun.com/smmm/runs/y466jgkz,spider-manmilesmoralesAny%.csv,-231.0
2024-05-22,1716336000.0,yldxx2nm,baconguuy,1h 29m 09s,5349.0,https://www.speedrun.com/smmm/runs/yldxx2nm,spider-manmilesmoralesAny%.csv,-64.0
2025-04-27,1745712000.0,zpoq9onm,baconguuy,1h 29m 03s,5343.0,https://www.speedrun.com/smmm/runs/zpoq9onm,spider-manmilesmoralesAny%.csv,-6.0
2025-04-28,1745798400.0,ylj9ddxm,baconguuy,1h 28m 37s,5317.0,https://www.speedrun.com/smmm/runs/ylj9ddxm,spider-manmilesmoralesAny%.csv,-26.0
2025-05-05,1746403200.0,y6jpvl1m,baconguuy,1h 27m 57s,5277.0,https://www.speedrun.com/smmm/runs/y6jpvl1m,spider-manmilesmoralesAny%.csv,-40.0
2025-05-27,1748304000.0,y8gr4gxz,baconguuy,1h 27m 22s,5242.0,https://www.speedrun.com/smmm/runs/y8gr4gxz,spider-manmilesmoralesAny%.csv,-35.0
2025-06-16,1750032000.0,zx0o00gz,baconguuy,1h 26m 30s,5190.0,https://www.speedrun.com/smmm/runs/zx0o00gz,spider-manmilesmoralesAny%.csv,-52.0
